id,Randon_check,claim_adjucation,ranking_decision,veteran_id,claim_id,ethicity,location,age_group,gender,period_of_service,rank,branch
696,0.56,granted,granted_0,V_696,C_999696,AA,loc_i,66-75,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
697,0.09,denied,denied,V_697,C_999697,W,loc_j,66-75,M,(t) Between VNE & GW Era,Enlisted,Navy
698,0.31,granted,granted_0,V_698,C_999698,W,loc_j,56-65,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Navy
699,0.51,granted,granted_0,V_699,C_999699,W,loc_i,76-85,F,(p) VNE only,Enlisted,Navy
700,0.22,denied,denied,V_700,C_999700,W,loc_l,56-65,M,(p) VNE only,Enlisted,Air Force
701,0.97,denied,denied,V_701,C_999701,W,loc_e,56-65,F,(m) KC only,Enlisted,Navy
702,0.27,granted,granted_10,V_702,C_999702,W,loc_i,56-65,M,(p) VNE only,Enlisted,Army
703,0.79,denied,denied,V_703,C_999703,W,loc_c,86-above,M,(w) GW Era - Post 9/11 only,Enlisted,Army
704,0.07,denied,denied,V_704,C_999704,W,loc_c,76-85,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Army
705,0.84,denied,denied,V_705,C_999705,W,loc_f,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
706,0.94,granted,granted_0,V_706,C_999706,W,loc_j,56-65,M,(p) VNE only,Enlisted,Army
707,0.56,denied,denied,V_707,C_999707,W,loc_l,36- 45,F,(p) VNE only,Enlisted,Army
708,0.05,granted,granted_10,V_708,C_999708,AA,loc_e,56-65,M,(p) VNE only,Enlisted,Reserve Forces
709,0.24,granted,granted_10,V_709,C_999709,W,loc_g,86-above,M,(t) Between VNE & GW Era,Officer,Navy
710,0.17,granted,granted_10,V_710,C_999710,W,loc_a,76-85,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Air Force
711,0.41,granted,granted_0,V_711,C_999711,O,loc_l,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Air Force
712,0.61,granted,granted_0,V_712,C_999712,AA,loc_c,56-65,M,(t) Between VNE & GW Era,Enlisted,Reserve Forces
713,0.68,denied,denied,V_713,C_999713,W,loc_b,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Marines
714,0.60,granted,granted_0,V_714,C_999714,W,loc_a,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Marines
715,0.13,granted,granted_10,V_715,C_999715,W,loc_k,46-55,M,(p) VNE only,Officer,Army
716,0.51,denied,denied,V_716,C_999716,W,loc_c,86-above,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
717,0.35,denied,denied,V_717,C_999717,W,loc_g,76-85,M,(o) Between KC & VNE,Officer,Marines
718,0.20,denied,denied,V_718,C_999718,HL,loc_e,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Air Force
719,0.96,granted,granted_0,V_719,C_999719,W,loc_c,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Air Force
720,0.29,granted,granted_10,V_720,C_999720,W,loc_k,66-75,M,(t) Between VNE & GW Era,Enlisted,Air Force
721,0.61,granted,granted_0,V_721,C_999721,AI,loc_l,66-75,M,(p) VNE only,Enlisted,Army
722,0.43,denied,denied,V_722,C_999722,HL,loc_e,56-65,M,(w) GW Era - Post 9/11 only,Officer,Army
723,0.41,granted,granted_0,V_723,C_999723,A,loc_e,76-85,M,(t) Between VNE & GW Era,Officer,Army
724,0.78,granted,granted_0,V_724,C_999724,W,loc_l,66-75,F,(w) GW Era - Post 9/11 only,Enlisted,Navy
725,0.59,denied,denied,V_725,C_999725,HL,loc_c,26-35,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
726,0.05,denied,denied,V_726,C_999726,W,loc_c,76-85,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Army
727,0.67,granted,granted_0,V_727,C_999727,AA,loc_j,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
728,0.17,denied,denied,V_728,C_999728,W,loc_e,76-85,M,(o) Between KC & VNE,Enlisted,Marines
729,0.33,granted,granted_0,V_729,C_999729,W,loc_e,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
730,0.81,granted,granted_0,V_730,C_999730,W,loc_d,66-75,M,(o) Between KC & VNE,Enlisted,Army
731,0.42,denied,denied,V_731,C_999731,A,loc_j,66-75,M,(t) Between VNE & GW Era,Enlisted,Marines
732,0.77,denied,denied,V_732,C_999732,W,loc_f,36- 45,F,(p) VNE only,Enlisted,Army
733,0.80,denied,denied,V_733,C_999733,W,loc_e,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Army
734,0.17,denied,denied,V_734,C_999734,AI,loc_h,66-75,F,(u) GW Era - Pre 9/11 only,Enlisted,Army
735,0.69,denied,denied,V_735,C_999735,HL,loc_a,56-65,F,(o) Between KC & VNE,Enlisted,Army
736,0.16,granted,granted_10,V_736,C_999736,W,loc_k,46-55,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
737,0.67,denied,denied,V_737,C_999737,W,loc_c,76-85,M,(m) KC only,Enlisted,Army
738,0.34,denied,denied,V_738,C_999738,AA,loc_d,76-85,M,(t) Between VNE & GW Era,Officer,Army
739,0.61,denied,denied,V_739,C_999739,W,loc_l,76-85,M,(p) VNE only,Enlisted,Army
740,0.97,granted,granted_0,V_740,C_999740,W,loc_f,36- 45,M,(m) KC only,Enlisted,Air Force
741,0.22,granted,granted_10,V_741,C_999741,W,loc_l,76-85,M,(p) VNE only,Enlisted,Navy
742,0.35,granted,granted_0,V_742,C_999742,W,loc_c,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Army
743,0.69,granted,granted_0,V_743,C_999743,W,loc_i,76-85,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Navy
744,0.88,denied,denied,V_744,C_999744,W,loc_j,76-85,F,(o) Between KC & VNE,Enlisted,Air Force
745,0.50,granted,granted_0,V_745,C_999745,W,loc_l,56-65,M,(t) Between VNE & GW Era,Enlisted,Navy
746,0.80,granted,granted_0,V_746,C_999746,W,loc_a,66-75,M,(u) GW Era - Pre 9/11 only,Enlisted,Air Force
747,0.20,denied,denied,V_747,C_999747,W,loc_j,66-75,M,(p) VNE only,Enlisted,Air Force
748,0.73,granted,granted_0,V_748,C_999748,W,loc_e,76-85,M,(p) VNE only,Enlisted,Army
749,0.98,denied,denied,V_749,C_999749,AA,loc_c,56-65,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
750,0.31,denied,denied,V_750,C_999750,HL,loc_l,56-65,F,(u) GW Era - Pre 9/11 only,Enlisted,Army
751,0.30,granted,granted_10,V_751,C_999751,W,loc_e,66-75,M,(t) Between VNE & GW Era,Enlisted,Air Force
752,0.62,granted,granted_0,V_752,C_999752,AA,loc_l,76-85,ND,(p) VNE only,Officer,Navy
753,0.02,denied,denied,V_753,C_999753,T,loc_e,46-55,F,(p) VNE only,Enlisted,Army
754,0.01,granted,granted_10,V_754,C_999754,W,loc_j,66-75,M,(q) VNE & GW Era - Pre 9/11,Enlisted,Marines
755,0.02,granted,granted_10,V_755,C_999755,HL,loc_e,76-85,M,(o) Between KC & VNE,Enlisted,Army
756,0.17,denied,denied,V_756,C_999756,W,loc_f,36- 45,M,(w) GW Era - Post 9/11 only,Enlisted,Army
757,0.08,denied,denied,V_757,C_999757,AA,loc_k,76-85,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Marines
758,0.36,denied,denied,V_758,C_999758,W,loc_i,56-65,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
759,0.37,denied,denied,V_759,C_999759,W,loc_j,76-85,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Army
760,0.01,granted,granted_10,V_760,C_999760,W,loc_l,66-75,M,(m) KC only,Enlisted,Navy
761,0.79,denied,denied,V_761,C_999761,W,loc_l,76-85,M,(t) Between VNE & GW Era,Enlisted,Navy
762,0.20,denied,denied,V_762,C_999762,W,loc_c,66-75,M,(w) GW Era - Post 9/11 only,Officer,Army
763,0.81,granted,granted_0,V_763,C_999763,AA,loc_a,86-above,M,(t) Between VNE & GW Era,Enlisted,Navy
764,0.10,denied,denied,V_764,C_999764,AA,loc_e,56-65,M,(p) VNE only,Enlisted,Army
765,0.47,granted,granted_0,V_765,C_999765,W,loc_d,76-85,M,(t) Between VNE & GW Era,Enlisted,Army
766,0.99,granted,granted_0,V_766,C_999766,W,loc_j,86-above,M,(p) VNE only,Enlisted,Air Force
767,0.54,granted,granted_0,V_767,C_999767,W,loc_a,76-85,F,(p) VNE only,Enlisted,Army
768,0.04,granted,granted_10,V_768,C_999768,W,loc_e,76-85,M,(p) VNE only,Enlisted,Navy
769,0.05,granted,granted_10,V_769,C_999769,W,loc_b,66-75,M,(p) VNE only,Enlisted,Army
770,0.15,denied,denied,V_770,C_999770,A,loc_k,66-75,F,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Navy
771,0.16,denied,denied,V_771,C_999771,W,loc_e,76-85,M,(p) VNE only,Enlisted,Non-Defense
772,1.00,granted,granted_0,V_772,C_999772,W,loc_k,76-85,M,(m) KC only,Officer,Army
773,0.08,granted,granted_10,V_773,C_999773,AA,loc_g,66-75,M,(w) GW Era - Post 9/11 only,Officer,Army
774,0.51,denied,denied,V_774,C_999774,W,loc_c,56-65,M,(p) VNE only,Enlisted,Navy
775,0.88,granted,granted_0,V_775,C_999775,W,loc_f,66-75,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
776,0.08,granted,granted_10,V_776,C_999776,W,loc_i,76-85,F,(t) Between VNE & GW Era,Enlisted,Navy
777,0.69,denied,denied,V_777,C_999777,W,loc_h,86-above,M,(t) Between VNE & GW Era,Enlisted,Army
778,0.14,granted,granted_10,V_778,C_999778,W,loc_l,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
779,0.32,denied,denied,V_779,C_999779,W,loc_e,56-65,M,(t) Between VNE & GW Era,Enlisted,Army
780,0.20,denied,denied,V_780,C_999780,W,loc_e,56-65,M,(m) KC only,Enlisted,Army
781,0.45,granted,granted_0,V_781,C_999781,A,loc_l,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
782,0.58,denied,denied,V_782,C_999782,W,loc_e,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
783,0.36,granted,granted_0,V_783,C_999783,W,loc_i,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
784,0.11,denied,denied,V_784,C_999784,W,loc_c,86-above,M,(w) GW Era - Post 9/11 only,Enlisted,Marines
785,0.39,denied,denied,V_785,C_999785,W,loc_j,66-75,M,(p) VNE only,Enlisted,Army
786,0.69,denied,denied,V_786,C_999786,W,loc_j,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Army
787,0.13,granted,granted_10,V_787,C_999787,W,loc_f,76-85,M,(t) Between VNE & GW Era,Enlisted,Army
788,0.99,granted,granted_0,V_788,C_999788,W,loc_d,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
789,0.41,granted,granted_0,V_789,C_999789,W,loc_i,26-35,M,(p) VNE only,Enlisted,Navy
790,0.21,denied,denied,V_790,C_999790,W,loc_l,66-75,M,(w) GW Era - Post 9/11 only,Officer,Marines
791,0.81,denied,denied,V_791,C_999791,W,loc_d,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
792,0.27,granted,granted_10,V_792,C_999792,W,loc_c,56-65,M,(p) VNE only,Enlisted,Army
793,0.16,denied,denied,V_793,C_999793,W,loc_j,66-75,F,(t) Between VNE & GW Era,Enlisted,Air Force
794,0.54,granted,granted_0,V_794,C_999794,W,loc_j,76-85,M,(o) Between KC & VNE,Enlisted,Army
795,0.75,granted,granted_0,V_795,C_999795,W,loc_b,76-85,M,(t) Between VNE & GW Era,Officer,Air Force
796,0.94,denied,denied,V_796,C_999796,AA,loc_i,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Air Force
797,0.23,denied,denied,V_797,C_999797,W,loc_a,56-65,M,(t) Between VNE & GW Era,Enlisted,Army
798,0.37,denied,denied,V_798,C_999798,W,loc_e,86-above,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Officer,Reserve Forces
799,0.75,granted,granted_0,V_799,C_999799,W,loc_d,76-85,M,(t) Between VNE & GW Era,Enlisted,Army
800,0.58,granted,granted_0,V_800,C_999800,HL,loc_j,86-above,ND,(o) Between KC & VNE,Enlisted,Army
801,0.36,denied,denied,V_801,C_999801,W,loc_f,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
802,0.87,granted,granted_0,V_802,C_999802,AA,loc_i,76-85,M,(t) Between VNE & GW Era,Enlisted,Navy
803,0.16,granted,granted_10,V_803,C_999803,W,loc_g,66-75,M,(t) Between VNE & GW Era,Enlisted,Army
804,0.62,granted,granted_0,V_804,C_999804,W,loc_l,86-above,M,(p) VNE only,Enlisted,Army
805,0.09,denied,denied,V_805,C_999805,W,loc_d,76-85,M,(p) VNE only,Enlisted,Army
806,0.35,denied,denied,V_806,C_999806,W,loc_f,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Air Force
807,0.46,denied,denied,V_807,C_999807,W,loc_i,86-above,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
808,0.38,denied,denied,V_808,C_999808,W,loc_a,46-55,M,(p) VNE only,Enlisted,Army
809,0.86,denied,denied,V_809,C_999809,W,loc_j,76-85,M,(p) VNE only,Enlisted,Reserve Forces
810,0.59,granted,granted_0,V_810,C_999810,W,loc_g,56-65,M,(t) Between VNE & GW Era,Enlisted,Navy
811,0.57,denied,denied,V_811,C_999811,W,loc_e,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Reserve Forces
812,0.34,granted,granted_0,V_812,C_999812,W,loc_i,76-85,M,(p) VNE only,Enlisted,Reserve Forces
813,0.94,denied,denied,V_813,C_999813,W,loc_c,66-75,M,(m) KC only,Enlisted,Army
814,0.71,granted,granted_0,V_814,C_999814,W,loc_g,76-85,M,(t) Between VNE & GW Era,Enlisted,Marines
815,0.59,granted,granted_0,V_815,C_999815,W,loc_i,56-65,M,(t) Between VNE & GW Era,Enlisted,Air Force
816,0.59,denied,denied,V_816,C_999816,W,loc_j,86-above,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
817,0.53,granted,granted_0,V_817,C_999817,W,loc_f,66-75,F,(t) Between VNE & GW Era,Enlisted,Air Force
818,0.32,denied,denied,V_818,C_999818,W,loc_k,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
819,0.33,granted,granted_0,V_819,C_999819,W,loc_f,86-above,M,(t) Between VNE & GW Era,Enlisted,Air Force
820,0.16,denied,denied,V_820,C_999820,W,loc_j,56-65,M,(p) VNE only,Enlisted,Non-Defense
821,0.03,granted,granted_10,V_821,C_999821,HL,loc_l,56-65,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
822,0.08,denied,denied,V_822,C_999822,W,loc_k,56-65,M,(p) VNE only,Enlisted,Army
823,0.37,granted,granted_0,V_823,C_999823,W,loc_j,66-75,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
824,0.46,denied,denied,V_824,C_999824,W,loc_i,66-75,M,(o) Between KC & VNE,Enlisted,Marines
825,0.48,denied,denied,V_825,C_999825,W,loc_f,76-85,M,(u) GW Era - Pre 9/11 only,Officer,Army
826,0.98,denied,denied,V_826,C_999826,W,loc_c,76-85,F,(u) GW Era - Pre 9/11 only,Enlisted,Army
827,0.33,granted,granted_0,V_827,C_999827,W,loc_i,56-65,F,(u) GW Era - Pre 9/11 only,Enlisted,Army
828,0.62,denied,denied,V_828,C_999828,W,loc_f,66-75,M,(t) Between VNE & GW Era,Enlisted,Air Force
829,0.08,denied,denied,V_829,C_999829,W,loc_k,56-65,M,(i) WWII only,Enlisted,Army
830,0.63,granted,granted_0,V_830,C_999830,W,loc_j,56-65,F,(w) GW Era - Post 9/11 only,Enlisted,Navy
831,0.91,denied,denied,V_831,C_999831,W,loc_g,66-75,M,(p) VNE only,Enlisted,Army
832,0.67,granted,granted_0,V_832,C_999832,T,loc_f,46-55,M,(t) Between VNE & GW Era,Enlisted,Army
833,0.68,granted,granted_0,V_833,C_999833,W,loc_j,76-85,F,(u) GW Era - Pre 9/11 only,Enlisted,Army
834,0.44,denied,denied,V_834,C_999834,W,loc_j,66-75,F,(p) VNE only,Enlisted,Air Force
835,0.86,granted,granted_0,V_835,C_999835,W,loc_j,36- 45,M,(o) Between KC & VNE,Enlisted,Marines
836,0.06,granted,granted_10,V_836,C_999836,W,loc_j,46-55,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
837,0.03,granted,granted_10,V_837,C_999837,W,loc_l,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
838,0.21,denied,denied,V_838,C_999838,A,loc_d,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
839,0.25,denied,denied,V_839,C_999839,O,loc_l,66-75,M,(p) VNE only,Enlisted,Navy
840,0.44,denied,denied,V_840,C_999840,A,loc_c,66-75,M,(p) VNE only,Enlisted,Air Force
841,0.62,granted,granted_0,V_841,C_999841,W,loc_g,56-65,M,(p) VNE only,Enlisted,Army
842,0.09,denied,denied,V_842,C_999842,W,loc_b,66-75,M,(p) VNE only,Enlisted,Navy
843,0.16,denied,denied,V_843,C_999843,W,loc_j,76-85,M,(p) VNE only,Enlisted,Air Force
844,0.72,granted,granted_0,V_844,C_999844,W,loc_j,66-75,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
845,0.53,denied,denied,V_845,C_999845,W,loc_j,76-85,F,(p) VNE only,Enlisted,Air Force
846,0.87,denied,denied,V_846,C_999846,W,loc_b,86-above,M,(u) GW Era - Pre 9/11 only,Enlisted,Marines
847,0.43,denied,denied,V_847,C_999847,W,loc_d,46-55,M,(w) GW Era - Post 9/11 only,Officer,Marines
848,0.32,granted,granted_0,V_848,C_999848,HL,loc_j,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Marines
849,0.48,denied,denied,V_849,C_999849,W,loc_e,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
850,0.44,granted,granted_0,V_850,C_999850,W,loc_e,56-65,M,(o) Between KC & VNE,Enlisted,Army
851,0.30,granted,granted_0,V_851,C_999851,W,loc_k,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
852,0.16,denied,denied,V_852,C_999852,AA,loc_i,76-85,M,(t) Between VNE & GW Era,Enlisted,Navy
853,0.74,granted,granted_0,V_853,C_999853,AI,loc_j,66-75,M,(t) Between VNE & GW Era,Enlisted,Army
854,0.44,granted,granted_0,V_854,C_999854,W,loc_j,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
855,0.05,granted,granted_10,V_855,C_999855,AA,loc_g,76-85,M,(t) Between VNE & GW Era,Enlisted,Army
856,0.74,denied,denied,V_856,C_999856,AA,loc_b,76-85,M,(p) VNE only,Enlisted,Air Force
857,0.13,denied,denied,V_857,C_999857,W,loc_j,86-above,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Navy
858,0.79,denied,denied,V_858,C_999858,W,loc_j,76-85,M,(t) Between VNE & GW Era,Enlisted,Army
859,0.85,denied,denied,V_859,C_999859,AA,loc_l,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Army
860,0.65,denied,denied,V_860,C_999860,W,loc_g,76-85,M,(m) KC only,Enlisted,Army
861,0.70,denied,denied,V_861,C_999861,W,loc_k,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Army
862,0.60,denied,denied,V_862,C_999862,W,loc_i,66-75,F,(u) GW Era - Pre 9/11 only,Enlisted,Army
863,0.59,denied,denied,V_863,C_999863,T,loc_j,56-65,M,(p) VNE only,Officer,Army
864,0.76,granted,granted_0,V_864,C_999864,W,loc_j,76-85,M,(p) VNE only,Enlisted,Navy
865,0.81,denied,denied,V_865,C_999865,AA,loc_g,86-above,F,(t) Between VNE & GW Era,Officer,Navy
866,0.19,denied,denied,V_866,C_999866,W,loc_j,76-85,F,(o) Between KC & VNE,Officer,Marines
867,0.44,granted,granted_0,V_867,C_999867,AA,loc_l,36- 45,M,(u) GW Era - Pre 9/11 only,Enlisted,Reserve Forces
868,0.23,denied,denied,V_868,C_999868,W,loc_j,76-85,M,(p) VNE only,Enlisted,Army
869,0.62,denied,denied,V_869,C_999869,W,loc_i,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
870,0.55,granted,granted_0,V_870,C_999870,W,loc_e,46-55,M,(p) VNE only,Enlisted,Army
871,0.62,denied,denied,V_871,C_999871,W,loc_j,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
872,0.95,denied,denied,V_872,C_999872,W,loc_j,56-65,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
873,0.15,granted,granted_10,V_873,C_999873,W,loc_k,76-85,M,(p) VNE only,Enlisted,Air Force
874,0.16,denied,denied,V_874,C_999874,W,loc_f,66-75,M,(o) Between KC & VNE,Enlisted,Army
875,0.93,granted,granted_0,V_875,C_999875,W,loc_e,66-75,F,(t) Between VNE & GW Era,Enlisted,Army
876,0.51,granted,granted_0,V_876,C_999876,W,loc_l,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Reserve Forces
877,0.65,denied,denied,V_877,C_999877,W,loc_e,46-55,M,(u) GW Era - Pre 9/11 only,Enlisted,Army
878,0.57,denied,denied,V_878,C_999878,HL,loc_j,56-65,M,(p) VNE only,Enlisted,Army
879,0.45,denied,denied,V_879,C_999879,AA,loc_d,66-75,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Air Force
880,0.51,denied,denied,V_880,C_999880,W,loc_j,56-65,M,(o) Between KC & VNE,Enlisted,Reserve Forces
881,0.04,denied,denied,V_881,C_999881,W,loc_i,76-85,M,(p) VNE only,Enlisted,Reserve Forces
882,0.26,denied,denied,V_882,C_999882,W,loc_e,36- 45,M,(t) Between VNE & GW Era,Enlisted,Army
883,0.60,denied,denied,V_883,C_999883,W,loc_b,46-55,M,(w) GW Era - Post 9/11 only,Enlisted,Reserve Forces
884,0.12,denied,denied,V_884,C_999884,W,loc_b,86-above,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Reserve Forces
885,0.82,granted,granted_0,V_885,C_999885,W,loc_i,66-75,M,(u) GW Era - Pre 9/11 only,Officer,Navy
886,0.94,denied,denied,V_886,C_999886,W,loc_j,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Navy
887,0.66,granted,granted_0,V_887,C_999887,W,loc_e,66-75,M,(u) GW Era - Pre 9/11 only,Enlisted,Air Force
888,0.34,denied,denied,V_888,C_999888,W,loc_j,76-85,M,(p) VNE only,Enlisted,Army
889,0.64,denied,denied,V_889,C_999889,W,loc_k,76-85,M,(q) VNE & GW Era - Pre 9/11,Enlisted,Air Force
890,0.64,granted,granted_0,V_890,C_999890,W,loc_i,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Army
891,0.24,granted,granted_10,V_891,C_999891,W,loc_l,76-85,M,(q) VNE & GW Era - Pre 9/11,Enlisted,Army
892,0.21,granted,granted_10,V_892,C_999892,HL,loc_e,26-35,M,(s) VNE & GW Era - Post 9/11,Officer,Marines
893,0.31,denied,denied,V_893,C_999893,AA,loc_c,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
894,0.25,denied,denied,V_894,C_999894,W,loc_j,86-above,ND,(p) VNE only,Enlisted,Navy
895,0.71,granted,granted_0,V_895,C_999895,W,loc_e,26-35,F,(u) GW Era - Pre 9/11 only,Enlisted,Navy
896,0.67,granted,granted_0,V_896,C_999896,W,loc_h,56-65,F,(w) GW Era - Post 9/11 only,Enlisted,Reserve Forces
897,0.78,denied,denied,V_897,C_999897,W,loc_a,66-75,ND,(t) Between VNE & GW Era,Enlisted,Marines
898,0.28,granted,granted_10,V_898,C_999898,W,loc_i,86-above,M,(p) VNE only,Enlisted,Marines
899,0.55,granted,granted_0,V_899,C_999899,W,loc_e,76-85,M,(p) VNE only,Enlisted,Army
900,0.21,denied,denied,V_900,C_999900,W,loc_f,86-above,M,(p) VNE only,Enlisted,Army
901,0.57,granted,granted_0,V_901,C_999901,W,loc_j,66-75,M,(p) VNE only,Enlisted,Army
902,0.16,granted,granted_10,V_902,C_999902,W,loc_d,76-85,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Officer,Air Force
903,0.71,granted,granted_0,V_903,C_999903,W,loc_c,66-75,F,(w) GW Era - Post 9/11 only,Enlisted,Air Force
904,0.74,denied,denied,V_904,C_999904,W,loc_d,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Army
905,0.06,granted,granted_10,V_905,C_999905,AA,loc_c,66-75,M,(t) Between VNE & GW Era,Enlisted,Army
906,0.18,granted,granted_10,V_906,C_999906,W,loc_c,56-65,F,(p) VNE only,Enlisted,Army
907,0.62,granted,granted_0,V_907,C_999907,HL,loc_a,76-85,M,(v) GW Era - Pre 9/11 & GW Era - Post 9/11,Enlisted,Non-Defense
908,0.72,granted,granted_0,V_908,C_999908,W,loc_j,76-85,M,(t) Between VNE & GW Era,Enlisted,Navy
909,0.79,granted,granted_0,V_909,C_999909,W,loc_j,46-55,M,(p) VNE only,Enlisted,Army
910,0.31,granted,granted_0,V_910,C_999910,W,loc_k,46-55,M,(w) GW Era - Post 9/11 only,Enlisted,Marines
911,0.21,granted,granted_10,V_911,C_999911,W,loc_j,56-65,M,(u) GW Era - Pre 9/11 only,Enlisted,Air Force
912,0.70,denied,denied,V_912,C_999912,W,loc_c,46-55,M,(o) Between KC & VNE,Enlisted,Army
913,0.35,granted,granted_0,V_913,C_999913,AA,loc_k,86-above,F,(u) GW Era - Pre 9/11 only,Enlisted,Army
914,0.40,granted,granted_0,V_914,C_999914,W,loc_c,66-75,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
915,0.16,denied,denied,V_915,C_999915,W,loc_i,56-65,M,(p) VNE only,Enlisted,Reserve Forces
916,0.85,denied,denied,V_916,C_999916,W,loc_l,66-75,M,(w) GW Era - Post 9/11 only,Enlisted,Reserve Forces
917,0.91,denied,denied,V_917,C_999917,W,loc_c,86-above,M,(q) VNE & GW Era - Pre 9/11,Enlisted,Air Force
918,0.94,denied,denied,V_918,C_999918,W,loc_e,76-85,M,(w) GW Era - Post 9/11 only,Enlisted,Reserve Forces
919,0.64,granted,granted_0,V_919,C_999919,W,loc_f,86-above,M,(t) Between VNE & GW Era,Enlisted,Army
920,0.62,denied,denied,V_920,C_999920,W,loc_d,66-75,M,(p) VNE only,Officer,Navy
921,0.47,denied,denied,V_921,C_999921,W,loc_k,26-35,M,(o) Between KC & VNE,Enlisted,Army
922,0.24,granted,granted_10,V_922,C_999922,A,loc_c,36- 45,M,(t) Between VNE & GW Era,Enlisted,Navy
923,0.94,denied,denied,V_923,C_999923,W,loc_k,66-75,M,(p) VNE only,Enlisted,Army
924,0.76,denied,denied,V_924,C_999924,W,loc_a,76-85,M,(t) Between VNE & GW Era,Enlisted,Navy
925,0.60,granted,granted_0,V_925,C_999925,AA,loc_j,66-75,M,(p) VNE only,Enlisted,Army
926,0.76,denied,denied,V_926,C_999926,HL,loc_k,76-85,M,(u) GW Era - Pre 9/11 only,Enlisted,Navy
927,0.67,granted,granted_0,V_927,C_999927,W,loc_l,76-85,M,(p) VNE only,Enlisted,Navy
928,0.39,granted,granted_0,V_928,C_999928,W,loc_j,76-85,M,(p) VNE only,Enlisted,Army
929,0.11,denied,denied,V_929,C_999929,W,loc_a,56-65,M,(w) GW Era - Post 9/11 only,Enlisted,Army
930,0.99,denied,denied,V_930,C_999930,W,loc_a,46-55,F,(o) Between KC & VNE,Enlisted,Navy
